NCBI Accession,Shortcut,Genus
KF923910.1,hCoV-OC43,Betacoronavirus
KF923909.1,hCoV-OC43,Betacoronavirus
KF923908.1,hCoV-OC43,Betacoronavirus
KF923907.1,hCoV-OC43,Betacoronavirus
KF923905.1,hCoV-OC43,Betacoronavirus
KF923904.1,hCoV-OC43,Betacoronavirus
KF923903.1,hCoV-OC43,Betacoronavirus
KF923902.1,hCoV-OC43,Betacoronavirus
KF923901.1,hCoV-OC43,Betacoronavirus
KF923899.1,hCoV-OC43,Betacoronavirus
KF923898.1,hCoV-OC43,Betacoronavirus
KF923897.1,hCoV-OC43,Betacoronavirus
KF923895.1,hCoV-OC43,Betacoronavirus
KF923894.1,hCoV-OC43,Betacoronavirus
KF923893.1,hCoV-OC43,Betacoronavirus
KF923892.1,hCoV-OC43,Betacoronavirus
KF923890.1,hCoV-OC43,Betacoronavirus
KF923889.1,hCoV-OC43,Betacoronavirus
KF923887.1,hCoV-OC43,Betacoronavirus
KF923886.1,hCoV-OC43,Betacoronavirus
KF923906.1,hCoV-OC43,Betacoronavirus
KF923900.1,hCoV-OC43,Betacoronavirus
KF923896.1,hCoV-OC43,Betacoronavirus
KF923891.1,hCoV-OC43,Betacoronavirus
KF923888.1,hCoV-OC43,Betacoronavirus
KP198611.1,hCoV-OC43,Betacoronavirus
KP198610.1,hCoV-OC43,Betacoronavirus
KJ958219.1,hCoV-OC43,Betacoronavirus
KJ958218.1,hCoV-OC43,Betacoronavirus
JN129835.1,hCoV-OC43,Betacoronavirus
JN129834.1,hCoV-OC43,Betacoronavirus
AY391777.1,hCoV-OC43,Betacoronavirus
AY903460.1,hCoV-OC43,Betacoronavirus
AY903459.1,hCoV-OC43,Betacoronavirus
LC720429.1,hCoV-OC43,Betacoronavirus
LC720427.1,hCoV-OC43,Betacoronavirus
ON376725.1,hCoV-OC43,Betacoronavirus
ON376724.1,hCoV-OC43,Betacoronavirus
MW559057.1,hCoV-OC43,Betacoronavirus
MN306042.1,hCoV-OC43,Betacoronavirus
MN306041.1,hCoV-OC43,Betacoronavirus
KY369907.1,hCoV-OC43,Betacoronavirus
KY983585.1,hCoV-OC43,Betacoronavirus
KY983583.1,hCoV-OC43,Betacoronavirus
KY967360.1,hCoV-OC43,Betacoronavirus
KY967358.1,hCoV-OC43,Betacoronavirus
KY684759.1,hCoV-OC43,Betacoronavirus
OK662397.1,hCoV-OC43,Betacoronavirus
LC654454.1,hCoV-OC43,Betacoronavirus
LC654453.1,hCoV-OC43,Betacoronavirus
LC654452.1,hCoV-OC43,Betacoronavirus
LC654451.1,hCoV-OC43,Betacoronavirus
LC654450.1,hCoV-OC43,Betacoronavirus
LC687400.1,hCoV-OC43,Betacoronavirus
LC687399.1,hCoV-OC43,Betacoronavirus
LC687398.1,hCoV-OC43,Betacoronavirus
OL770288.1,hCoV-OC43,Betacoronavirus
OL770287.1,hCoV-OC43,Betacoronavirus
MW202339.1,hCoV-OC43,Betacoronavirus
LC654456.1,hCoV-OC43,Betacoronavirus
LC315649.2,hCoV-OC43,Betacoronavirus
LC315648.2,hCoV-OC43,Betacoronavirus
LC315647.2,hCoV-OC43,Betacoronavirus
LC315646.2,hCoV-OC43,Betacoronavirus
OK318944.1,hCoV-OC43,Betacoronavirus
OK318939.1,hCoV-OC43,Betacoronavirus
OK318918.1,hCoV-OC43,Betacoronavirus
OK318917.1,hCoV-OC43,Betacoronavirus
MZ450972.1,hCoV-OC43,Betacoronavirus
KY554975.1,hCoV-OC43,Betacoronavirus
KY554974.1,hCoV-OC43,Betacoronavirus
KY554972.1,hCoV-OC43,Betacoronavirus
KY674920.1,hCoV-OC43,Betacoronavirus
KY674918.1,hCoV-OC43,Betacoronavirus
KY674917.1,hCoV-OC43,Betacoronavirus
MW532119.1,hCoV-OC43,Betacoronavirus
MW532118.1,hCoV-OC43,Betacoronavirus
MW532117.1,hCoV-OC43,Betacoronavirus
MW532116.1,hCoV-OC43,Betacoronavirus
MW532115.1,hCoV-OC43,Betacoronavirus
MW532114.1,hCoV-OC43,Betacoronavirus
MW532113.1,hCoV-OC43,Betacoronavirus
MW532112.1,hCoV-OC43,Betacoronavirus
MW532111.1,hCoV-OC43,Betacoronavirus
MW532110.1,hCoV-OC43,Betacoronavirus
MW532109.1,hCoV-OC43,Betacoronavirus
MW532108.1,hCoV-OC43,Betacoronavirus
NC_006213.1,hCoV-OC43,Betacoronavirus
MN306053.1,hCoV-OC43,Betacoronavirus
KY369906.1,hCoV-OC43,Betacoronavirus
KY369905.1,hCoV-OC43,Betacoronavirus
MK303625.1,hCoV-OC43,Betacoronavirus
MK303624.1,hCoV-OC43,Betacoronavirus
MK303623.1,hCoV-OC43,Betacoronavirus
MK303622.1,hCoV-OC43,Betacoronavirus
MK303621.1,hCoV-OC43,Betacoronavirus
MK303620.1,hCoV-OC43,Betacoronavirus
MK303619.1,hCoV-OC43,Betacoronavirus
MF314143.1,hCoV-OC43,Betacoronavirus
MF374985.2,hCoV-OC43,Betacoronavirus
MF374983.2,hCoV-OC43,Betacoronavirus
KY554973.1,hCoV-OC43,Betacoronavirus
KU131570.1,hCoV-OC43,Betacoronavirus
KF530099.1,hCoV-OC43,Betacoronavirus
KF530098.1,hCoV-OC43,Betacoronavirus
KF530097.1,hCoV-OC43,Betacoronavirus
KF530096.1,hCoV-OC43,Betacoronavirus
KF530095.1,hCoV-OC43,Betacoronavirus
KF530094.1,hCoV-OC43,Betacoronavirus
KF530092.1,hCoV-OC43,Betacoronavirus
KF530091.1,hCoV-OC43,Betacoronavirus
KF530090.1,hCoV-OC43,Betacoronavirus
KF530089.1,hCoV-OC43,Betacoronavirus
KF530088.1,hCoV-OC43,Betacoronavirus
KF530087.1,hCoV-OC43,Betacoronavirus
KF530086.1,hCoV-OC43,Betacoronavirus
KF530085.1,hCoV-OC43,Betacoronavirus
KF530084.1,hCoV-OC43,Betacoronavirus
KF530083.1,hCoV-OC43,Betacoronavirus
KF530082.1,hCoV-OC43,Betacoronavirus
KF530081.1,hCoV-OC43,Betacoronavirus
KF530080.1,hCoV-OC43,Betacoronavirus
KF530079.1,hCoV-OC43,Betacoronavirus
KF530078.1,hCoV-OC43,Betacoronavirus
KF530077.1,hCoV-OC43,Betacoronavirus
KF530076.1,hCoV-OC43,Betacoronavirus
KF530075.1,hCoV-OC43,Betacoronavirus
KF530074.1,hCoV-OC43,Betacoronavirus
KF530073.1,hCoV-OC43,Betacoronavirus
KF530072.1,hCoV-OC43,Betacoronavirus
KF530071.1,hCoV-OC43,Betacoronavirus
KF530070.1,hCoV-OC43,Betacoronavirus
KF530069.1,hCoV-OC43,Betacoronavirus
KF530068.1,hCoV-OC43,Betacoronavirus
KF530067.1,hCoV-OC43,Betacoronavirus
KF530066.1,hCoV-OC43,Betacoronavirus
KF530065.1,hCoV-OC43,Betacoronavirus
KF530064.1,hCoV-OC43,Betacoronavirus
KF530063.1,hCoV-OC43,Betacoronavirus
KF530061.1,hCoV-OC43,Betacoronavirus
KF530060.1,hCoV-OC43,Betacoronavirus
AY585229.1,hCoV-OC43,Betacoronavirus
MT490316.1,pCoV-Diar,Alphacoronavirus
MT490315.1,pCoV-Diar,Alphacoronavirus
KP890336.1,pCoV-Diar,Alphacoronavirus
OL762461.1,pCoV-Diar,Alphacoronavirus
OL762460.1,pCoV-Diar,Alphacoronavirus
MZ342899.1,pCoV-Diar,Alphacoronavirus
MZ581326.1,pCoV-Diar,Alphacoronavirus
MZ803010.1,pCoV-Diar,Alphacoronavirus
MZ325487.1,pCoV-Diar,Alphacoronavirus
MZ325486.1,pCoV-Diar,Alphacoronavirus
MZ325485.1,pCoV-Diar,Alphacoronavirus
MZ325484.1,pCoV-Diar,Alphacoronavirus
MZ313557.1,pCoV-Diar,Alphacoronavirus
MZ313556.1,pCoV-Diar,Alphacoronavirus
MT659926.1,pCoV-Diar,Alphacoronavirus
MT683617.1,pCoV-Diar,Alphacoronavirus
MW165329.1,pCoV-Diar,Alphacoronavirus
MW165328.1,pCoV-Diar,Alphacoronavirus
MW165327.1,pCoV-Diar,Alphacoronavirus
MT198679.1,pCoV-Diar,Alphacoronavirus
MT303066.1,pCoV-Diar,Alphacoronavirus
MN841671.1,pCoV-Diar,Alphacoronavirus
LR812932.1,pCoV-Diar,Alphacoronavirus
LR812931.1,pCoV-Diar,Alphacoronavirus
LR812930.1,pCoV-Diar,Alphacoronavirus
LR812929.1,pCoV-Diar,Alphacoronavirus
LR812928.1,pCoV-Diar,Alphacoronavirus
LR812927.1,pCoV-Diar,Alphacoronavirus
LR812926.1,pCoV-Diar,Alphacoronavirus
MN971595.1,pCoV-Diar,Alphacoronavirus
MT843280.1,pCoV-Diar,Alphacoronavirus
MT843279.1,pCoV-Diar,Alphacoronavirus
MT843278.1,pCoV-Diar,Alphacoronavirus
MT843277.1,pCoV-Diar,Alphacoronavirus
KR610994.1,pCoV-Diar,Alphacoronavirus
KR610993.1,pCoV-Diar,Alphacoronavirus
KR610992.1,pCoV-Diar,Alphacoronavirus
MN114121.1,pCoV-Diar,Alphacoronavirus
MK584552.1,pCoV-Diar,Alphacoronavirus
MK690502.1,pCoV-Diar,Alphacoronavirus
MK558089.1,pCoV-Diar,Alphacoronavirus
MK409659.1,pCoV-Diar,Alphacoronavirus
MK409658.1,pCoV-Diar,Alphacoronavirus
MK409657.1,pCoV-Diar,Alphacoronavirus
MK841495.1,pCoV-Diar,Alphacoronavirus
MK841494.1,pCoV-Diar,Alphacoronavirus
MK482397.1,pCoV-Diar,Alphacoronavirus
MK482396.1,pCoV-Diar,Alphacoronavirus
MK559456.1,pCoV-Diar,Alphacoronavirus
MK559455.1,pCoV-Diar,Alphacoronavirus
MH891588.1,pCoV-Diar,Alphacoronavirus
MH891587.1,pCoV-Diar,Alphacoronavirus
MH891586.1,pCoV-Diar,Alphacoronavirus
MK138516.1,pCoV-Diar,Alphacoronavirus
MK032692.1,pCoV-Diar,Alphacoronavirus
MK032691.1,pCoV-Diar,Alphacoronavirus
MK032690.1,pCoV-Diar,Alphacoronavirus
MK032689.1,pCoV-Diar,Alphacoronavirus
MH243319.1,pCoV-Diar,Alphacoronavirus
MH243316.1,pCoV-Diar,Alphacoronavirus
MH056658.1,pCoV-Diar,Alphacoronavirus
MH056657.1,pCoV-Diar,Alphacoronavirus
MH061343.1,pCoV-Diar,Alphacoronavirus
MH061342.1,pCoV-Diar,Alphacoronavirus
MH061341.1,pCoV-Diar,Alphacoronavirus
MH061340.1,pCoV-Diar,Alphacoronavirus
MH061339.1,pCoV-Diar,Alphacoronavirus
MH061338.1,pCoV-Diar,Alphacoronavirus
MH061337.1,pCoV-Diar,Alphacoronavirus
MH061336.1,pCoV-Diar,Alphacoronavirus
MG546690.1,pCoV-Diar,Alphacoronavirus
MG546687.1,pCoV-Diar,Alphacoronavirus
MH708243.1,pCoV-Diar,Alphacoronavirus
MF807952.1,pCoV-Diar,Alphacoronavirus
MF807951.1,pCoV-Diar,Alphacoronavirus
NC_003436.1,pCoV-Diar,Alphacoronavirus
MH107322.1,pCoV-Diar,Alphacoronavirus
MG837058.1,pCoV-Diar,Alphacoronavirus
MF281416.1,pCoV-Diar,Alphacoronavirus
MH013466.1,pCoV-Diar,Alphacoronavirus
MH013464.1,pCoV-Diar,Alphacoronavirus
MH013463.1,pCoV-Diar,Alphacoronavirus
MH013462.1,pCoV-Diar,Alphacoronavirus
MH006965.1,pCoV-Diar,Alphacoronavirus
MH006964.1,pCoV-Diar,Alphacoronavirus
MH006963.1,pCoV-Diar,Alphacoronavirus
MH006961.1,pCoV-Diar,Alphacoronavirus
MH006959.1,pCoV-Diar,Alphacoronavirus
MH006957.1,pCoV-Diar,Alphacoronavirus
MH004421.1,pCoV-Diar,Alphacoronavirus
MH004419.1,pCoV-Diar,Alphacoronavirus
MH004414.1,pCoV-Diar,Alphacoronavirus
MH004413.1,pCoV-Diar,Alphacoronavirus
MH004412.1,pCoV-Diar,Alphacoronavirus
MG334555.1,pCoV-Diar,Alphacoronavirus
MG334554.1,pCoV-Diar,Alphacoronavirus
MG781192.1,pCoV-Diar,Alphacoronavirus
MF373643.1,pCoV-Diar,Alphacoronavirus
MF375374.1,pCoV-Diar,Alphacoronavirus
MF782687.1,pCoV-Diar,Alphacoronavirus
MF782686.1,pCoV-Diar,Alphacoronavirus
KY007139.1,pCoV-Diar,Alphacoronavirus
KX839247.1,pCoV-Diar,Alphacoronavirus
KX839251.1,pCoV-Diar,Alphacoronavirus
KX839250.1,pCoV-Diar,Alphacoronavirus
KX839249.1,pCoV-Diar,Alphacoronavirus
KX839248.1,pCoV-Diar,Alphacoronavirus
KX839246.1,pCoV-Diar,Alphacoronavirus
KY486714.1,pCoV-Diar,Alphacoronavirus
KY486713.1,pCoV-Diar,Alphacoronavirus
MF577027.1,pCoV-Diar,Alphacoronavirus
KT591944.1,pCoV-Diar,Alphacoronavirus
KY963963.1,pCoV-Diar,Alphacoronavirus
KY825243.1,pCoV-Diar,Alphacoronavirus
KY825242.1,pCoV-Diar,Alphacoronavirus
KY825241.1,pCoV-Diar,Alphacoronavirus
KY825240.1,pCoV-Diar,Alphacoronavirus
KX058033.1,pCoV-Diar,Alphacoronavirus
KX058032.1,pCoV-Diar,Alphacoronavirus
KX058031.1,pCoV-Diar,Alphacoronavirus
KY929406.1,pCoV-Diar,Alphacoronavirus
KY929405.1,pCoV-Diar,Alphacoronavirus
KY499262.1,pCoV-Diar,Alphacoronavirus
KX683006.1,pCoV-Diar,Alphacoronavirus
KY499261.1,pCoV-Diar,Alphacoronavirus
KX016034.1,pCoV-Diar,Alphacoronavirus
KY111278.1,pCoV-Diar,Alphacoronavirus
KX550281.1,pCoV-Diar,Alphacoronavirus
KU893873.1,pCoV-Diar,Alphacoronavirus
KU893871.1,pCoV-Diar,Alphacoronavirus
KU893870.1,pCoV-Diar,Alphacoronavirus
KU893869.1,pCoV-Diar,Alphacoronavirus
KR153325.1,pCoV-Diar,Alphacoronavirus
KX981440.1,pCoV-Diar,Alphacoronavirus
KY019624.1,pCoV-Diar,Alphacoronavirus
KY019623.1,pCoV-Diar,Alphacoronavirus
KX534206.1,pCoV-Diar,Alphacoronavirus
KX534205.1,pCoV-Diar,Alphacoronavirus
KM975741.1,pCoV-Diar,Alphacoronavirus
KM975740.1,pCoV-Diar,Alphacoronavirus
KM975739.1,pCoV-Diar,Alphacoronavirus
KM975738.1,pCoV-Diar,Alphacoronavirus
KR095279.1,pCoV-Diar,Alphacoronavirus
KT323980.1,pCoV-Diar,Alphacoronavirus
KT323979.1,pCoV-Diar,Alphacoronavirus
KX064280.1,pCoV-Diar,Alphacoronavirus
KU252649.1,pCoV-Diar,Alphacoronavirus
KU297956.1,pCoV-Diar,Alphacoronavirus
KU569509.1,pCoV-Diar,Alphacoronavirus
KJ584361.1,pCoV-Diar,Alphacoronavirus
KT941120.1,pCoV-Diar,Alphacoronavirus
KT860508.1,pCoV-Diar,Alphacoronavirus
KM975737.1,pCoV-Diar,Alphacoronavirus
KM975736.1,pCoV-Diar,Alphacoronavirus
KM975735.1,pCoV-Diar,Alphacoronavirus
KR265846.1,pCoV-Diar,Alphacoronavirus
KR265845.1,pCoV-Diar,Alphacoronavirus
KR265843.1,pCoV-Diar,Alphacoronavirus
KR265834.1,pCoV-Diar,Alphacoronavirus
KR265833.1,pCoV-Diar,Alphacoronavirus
KR265832.1,pCoV-Diar,Alphacoronavirus
KR265829.1,pCoV-Diar,Alphacoronavirus
KR265827.1,pCoV-Diar,Alphacoronavirus
KR265826.1,pCoV-Diar,Alphacoronavirus
KR265825.1,pCoV-Diar,Alphacoronavirus
KR265821.1,pCoV-Diar,Alphacoronavirus
KR265819.1,pCoV-Diar,Alphacoronavirus
KR265818.1,pCoV-Diar,Alphacoronavirus
KR265816.1,pCoV-Diar,Alphacoronavirus
KR265815.1,pCoV-Diar,Alphacoronavirus
KR265814.1,pCoV-Diar,Alphacoronavirus
KR265813.1,pCoV-Diar,Alphacoronavirus
KR265809.1,pCoV-Diar,Alphacoronavirus
KR265808.1,pCoV-Diar,Alphacoronavirus
KR265807.1,pCoV-Diar,Alphacoronavirus
KR265806.1,pCoV-Diar,Alphacoronavirus
KR265805.1,pCoV-Diar,Alphacoronavirus
KR265804.1,pCoV-Diar,Alphacoronavirus
KR265803.1,pCoV-Diar,Alphacoronavirus
KR265802.1,pCoV-Diar,Alphacoronavirus
KR265800.1,pCoV-Diar,Alphacoronavirus
KR265797.1,pCoV-Diar,Alphacoronavirus
KR265796.1,pCoV-Diar,Alphacoronavirus
KR265794.1,pCoV-Diar,Alphacoronavirus
KR265793.1,pCoV-Diar,Alphacoronavirus
KR265790.1,pCoV-Diar,Alphacoronavirus
KR265788.1,pCoV-Diar,Alphacoronavirus
KR265785.1,pCoV-Diar,Alphacoronavirus
KR265784.1,pCoV-Diar,Alphacoronavirus
KR265783.1,pCoV-Diar,Alphacoronavirus
KR265782.1,pCoV-Diar,Alphacoronavirus
KR265780.1,pCoV-Diar,Alphacoronavirus
KR265774.1,pCoV-Diar,Alphacoronavirus
KR265773.1,pCoV-Diar,Alphacoronavirus
KR265772.1,pCoV-Diar,Alphacoronavirus
KR265771.1,pCoV-Diar,Alphacoronavirus
KR265767.1,pCoV-Diar,Alphacoronavirus
KR265763.1,pCoV-Diar,Alphacoronavirus
KR265761.1,pCoV-Diar,Alphacoronavirus
KR265759.1,pCoV-Diar,Alphacoronavirus
KP403954.1,pCoV-Diar,Alphacoronavirus
KR061458.1,pCoV-Diar,Alphacoronavirus
KT199103.1,pCoV-Diar,Alphacoronavirus
KT021233.1,pCoV-Diar,Alphacoronavirus
KT021232.1,pCoV-Diar,Alphacoronavirus
KT021231.1,pCoV-Diar,Alphacoronavirus
KT021230.1,pCoV-Diar,Alphacoronavirus
KT021229.1,pCoV-Diar,Alphacoronavirus
KT021228.1,pCoV-Diar,Alphacoronavirus
KT021227.1,pCoV-Diar,Alphacoronavirus
KR873435.1,pCoV-Diar,Alphacoronavirus
KR873434.1,pCoV-Diar,Alphacoronavirus
KR873431.1,pCoV-Diar,Alphacoronavirus
LC022792.1,pCoV-Diar,Alphacoronavirus
KR809885.1,pCoV-Diar,Alphacoronavirus
KR078299.1,pCoV-Diar,Alphacoronavirus
KP728470.1,pCoV-Diar,Alphacoronavirus
KP765609.1,pCoV-Diar,Alphacoronavirus
LC053455.1,pCoV-Diar,Alphacoronavirus
KM609213.1,pCoV-Diar,Alphacoronavirus
KM609212.1,pCoV-Diar,Alphacoronavirus
KM609211.1,pCoV-Diar,Alphacoronavirus
KM609210.1,pCoV-Diar,Alphacoronavirus
KM609209.1,pCoV-Diar,Alphacoronavirus
KM609208.1,pCoV-Diar,Alphacoronavirus
KM609207.1,pCoV-Diar,Alphacoronavirus
KM609206.1,pCoV-Diar,Alphacoronavirus
KM609205.1,pCoV-Diar,Alphacoronavirus
KM609204.1,pCoV-Diar,Alphacoronavirus
KM609203.1,pCoV-Diar,Alphacoronavirus
KM242131.1,pCoV-Diar,Alphacoronavirus
KM403155.1,pCoV-Diar,Alphacoronavirus
KF840537.1,pCoV-Diar,Alphacoronavirus
KJ196348.1,pCoV-Diar,Alphacoronavirus
KM392230.1,pCoV-Diar,Alphacoronavirus
KM392229.1,pCoV-Diar,Alphacoronavirus
KM392231.1,pCoV-Diar,Alphacoronavirus
KM392226.1,pCoV-Diar,Alphacoronavirus
KM392224.1,pCoV-Diar,Alphacoronavirus
KM077139.1,pCoV-Diar,Alphacoronavirus
KJ588064.1,pCoV-Diar,Alphacoronavirus
KJ588062.1,pCoV-Diar,Alphacoronavirus
KJ960180.1,pCoV-Diar,Alphacoronavirus
KJ960179.1,pCoV-Diar,Alphacoronavirus
KJ960178.1,pCoV-Diar,Alphacoronavirus
KJ777678.1,pCoV-Diar,Alphacoronavirus
KJ777677.1,pCoV-Diar,Alphacoronavirus
KJ662670.1,pCoV-Diar,Alphacoronavirus
KJ158152.1,pCoV-Diar,Alphacoronavirus
KJ778616.1,pCoV-Diar,Alphacoronavirus
KJ778615.1,pCoV-Diar,Alphacoronavirus
KJ623926.1,pCoV-Diar,Alphacoronavirus
KJ408801.1,pCoV-Diar,Alphacoronavirus
KJ020932.1,pCoV-Diar,Alphacoronavirus
KJ399978.1,pCoV-Diar,Alphacoronavirus
KF804028.1,pCoV-Diar,Alphacoronavirus
KF452323.1,pCoV-Diar,Alphacoronavirus
KF452322.1,pCoV-Diar,Alphacoronavirus
KF468752.1,pCoV-Diar,Alphacoronavirus
KF468754.1,pCoV-Diar,Alphacoronavirus
KF468753.1,pCoV-Diar,Alphacoronavirus
KF384500.1,pCoV-Diar,Alphacoronavirus
KC189944.1,pCoV-Diar,Alphacoronavirus
KC109141.1,pCoV-Diar,Alphacoronavirus
JN825712.1,pCoV-Diar,Alphacoronavirus
KC196276.1,pCoV-Diar,Alphacoronavirus
JX560761.1,pCoV-Diar,Alphacoronavirus
JX647847.1,pCoV-Diar,Alphacoronavirus
JX524137.1,pCoV-Diar,Alphacoronavirus
JX489155.1,pCoV-Diar,Alphacoronavirus
JX188454.1,pCoV-Diar,Alphacoronavirus
JX112709.1,pCoV-Diar,Alphacoronavirus
JX088695.1,pCoV-Diar,Alphacoronavirus
JQ023161.1,pCoV-Diar,Alphacoronavirus
JQ282909.1,pCoV-Diar,Alphacoronavirus
JN547228.1,pCoV-Diar,Alphacoronavirus
GU937797.1,pCoV-Diar,Alphacoronavirus
EF185992.1,pCoV-Diar,Alphacoronavirus
ON968723.1,pCoV-Diar,Alphacoronavirus
MZ604716.1,pCoV-Diar,Alphacoronavirus
OL411879.1,pCoV-Diar,Alphacoronavirus
OM814174.1,pCoV-Diar,Alphacoronavirus
OM393722.1,pCoV-Diar,Alphacoronavirus
MW560717.1,pCoV-Diar,Alphacoronavirus
MW560716.1,pCoV-Diar,Alphacoronavirus
MW560715.1,pCoV-Diar,Alphacoronavirus
OL762459.1,pCoV-Diar,Alphacoronavirus
OL762458.1,pCoV-Diar,Alphacoronavirus
OL762457.1,pCoV-Diar,Alphacoronavirus
OL762456.1,pCoV-Diar,Alphacoronavirus
MW386982.1,pCoV-Diar,Alphacoronavirus
MW561264.1,pCoV-Diar,Alphacoronavirus
MT783684.1,pCoV-Diar,Alphacoronavirus
MZ596343.1,pCoV-Diar,Alphacoronavirus
MT646162.1,pCoV-Diar,Alphacoronavirus
MT338518.1,pCoV-Diar,Alphacoronavirus
MT338517.1,pCoV-Diar,Alphacoronavirus
MN844888.1,pCoV-Diar,Alphacoronavirus
MT166307.1,pCoV-Diar,Alphacoronavirus
MN816181.1,pCoV-Diar,Alphacoronavirus
MT547180.1,pCoV-Diar,Alphacoronavirus
MT547179.1,pCoV-Diar,Alphacoronavirus
KU893868.1,pCoV-Diar,Alphacoronavirus
KU893867.1,pCoV-Diar,Alphacoronavirus
KU893866.1,pCoV-Diar,Alphacoronavirus
MT090146.1,pCoV-Diar,Alphacoronavirus
MT090145.1,pCoV-Diar,Alphacoronavirus
MN644470.1,pCoV-Diar,Alphacoronavirus
MN759311.1,pCoV-Diar,Alphacoronavirus
MN692793.1,pCoV-Diar,Alphacoronavirus
MN692792.1,pCoV-Diar,Alphacoronavirus
MN692787.1,pCoV-Diar,Alphacoronavirus
MN692785.1,pCoV-Diar,Alphacoronavirus
MN692784.1,pCoV-Diar,Alphacoronavirus
MN692779.1,pCoV-Diar,Alphacoronavirus
MN692778.1,pCoV-Diar,Alphacoronavirus
MN692777.1,pCoV-Diar,Alphacoronavirus
MN692776.1,pCoV-Diar,Alphacoronavirus
MN692775.1,pCoV-Diar,Alphacoronavirus
MN692774.1,pCoV-Diar,Alphacoronavirus
MN692773.1,pCoV-Diar,Alphacoronavirus
MN692772.1,pCoV-Diar,Alphacoronavirus
MN692771.1,pCoV-Diar,Alphacoronavirus
MN594506.1,pCoV-Diar,Alphacoronavirus
MN315264.1,pCoV-Diar,Alphacoronavirus
MK071639.1,pCoV-Diar,Alphacoronavirus
MK071638.1,pCoV-Diar,Alphacoronavirus
MK071637.1,pCoV-Diar,Alphacoronavirus
MK071636.1,pCoV-Diar,Alphacoronavirus
MK071635.1,pCoV-Diar,Alphacoronavirus
MK071634.1,pCoV-Diar,Alphacoronavirus
MK071633.1,pCoV-Diar,Alphacoronavirus
MK071632.1,pCoV-Diar,Alphacoronavirus
MK071631.1,pCoV-Diar,Alphacoronavirus
MK071630.1,pCoV-Diar,Alphacoronavirus
MK071629.1,pCoV-Diar,Alphacoronavirus
MK071628.1,pCoV-Diar,Alphacoronavirus
MK071626.1,pCoV-Diar,Alphacoronavirus
MK071625.1,pCoV-Diar,Alphacoronavirus
MK071624.1,pCoV-Diar,Alphacoronavirus
MK071623.1,pCoV-Diar,Alphacoronavirus
MK071622.1,pCoV-Diar,Alphacoronavirus
MK071621.1,pCoV-Diar,Alphacoronavirus
MK071620.1,pCoV-Diar,Alphacoronavirus
MK071619.1,pCoV-Diar,Alphacoronavirus
MK702008.1,pCoV-Diar,Alphacoronavirus
MK673545.1,pCoV-Diar,Alphacoronavirus
MK644605.1,pCoV-Diar,Alphacoronavirus
MK644604.1,pCoV-Diar,Alphacoronavirus
MK644603.1,pCoV-Diar,Alphacoronavirus
MK644602.1,pCoV-Diar,Alphacoronavirus
MH726408.1,pCoV-Diar,Alphacoronavirus
MH726407.1,pCoV-Diar,Alphacoronavirus
MH726406.1,pCoV-Diar,Alphacoronavirus
MH726405.1,pCoV-Diar,Alphacoronavirus
MH726404.1,pCoV-Diar,Alphacoronavirus
MH726403.1,pCoV-Diar,Alphacoronavirus
MH726402.1,pCoV-Diar,Alphacoronavirus
MH726401.1,pCoV-Diar,Alphacoronavirus
MH726400.1,pCoV-Diar,Alphacoronavirus
MH726399.1,pCoV-Diar,Alphacoronavirus
MH726398.1,pCoV-Diar,Alphacoronavirus
MH726397.1,pCoV-Diar,Alphacoronavirus
MH726396.1,pCoV-Diar,Alphacoronavirus
MH726395.1,pCoV-Diar,Alphacoronavirus
MH726394.1,pCoV-Diar,Alphacoronavirus
MH726393.1,pCoV-Diar,Alphacoronavirus
MH726392.1,pCoV-Diar,Alphacoronavirus
MH726391.1,pCoV-Diar,Alphacoronavirus
MH726390.1,pCoV-Diar,Alphacoronavirus
MH726389.1,pCoV-Diar,Alphacoronavirus
MH726388.1,pCoV-Diar,Alphacoronavirus
MH726387.1,pCoV-Diar,Alphacoronavirus
MH726386.1,pCoV-Diar,Alphacoronavirus
MH726385.1,pCoV-Diar,Alphacoronavirus
MH726384.1,pCoV-Diar,Alphacoronavirus
MH726383.1,pCoV-Diar,Alphacoronavirus
MH726382.1,pCoV-Diar,Alphacoronavirus
MH726381.1,pCoV-Diar,Alphacoronavirus
MH726380.1,pCoV-Diar,Alphacoronavirus
MH726379.1,pCoV-Diar,Alphacoronavirus
MH726378.1,pCoV-Diar,Alphacoronavirus
MH726377.1,pCoV-Diar,Alphacoronavirus
MH726376.1,pCoV-Diar,Alphacoronavirus
MH726375.1,pCoV-Diar,Alphacoronavirus
MH726374.1,pCoV-Diar,Alphacoronavirus
MH726373.1,pCoV-Diar,Alphacoronavirus
MH726372.1,pCoV-Diar,Alphacoronavirus
MH726371.1,pCoV-Diar,Alphacoronavirus
MH726370.1,pCoV-Diar,Alphacoronavirus
MH726369.1,pCoV-Diar,Alphacoronavirus
MH726368.1,pCoV-Diar,Alphacoronavirus
MH726367.1,pCoV-Diar,Alphacoronavirus
MH726366.1,pCoV-Diar,Alphacoronavirus
MH726365.1,pCoV-Diar,Alphacoronavirus
MH726364.1,pCoV-Diar,Alphacoronavirus
MH726363.1,pCoV-Diar,Alphacoronavirus
MH726362.1,pCoV-Diar,Alphacoronavirus
MN037494.1,pCoV-Diar,Alphacoronavirus
